review,sentiment
Rs.199 data package is better than I thought,positive
Recently introduced spotify package seems good,positive
WiFi coverage is all good,positive
Experiencing best services from dialog,positive
Best Home Broadband connection,positive
Quality stuff,positive
One of the best mobile service providers in the country. ,positive
Good pland for both domestic and international use.,positive
Very reasonable rates.,positive
I would say that Dialog is one of the most customer centric companies in the country.,positive
The MyDialog app gives a very transparent view of your connections with Dialog as a very efficient platforms to manage your connections.,positive
Their work and learn package is very useful,positive
Customer service is superb even after the sales,positive
Good customer service. On  my view it's a benchmark in customer service,positive
1st class service provider in Sri Lanka,positive
Comprehensive telco facilities are offered.,positive
It is an organization that implements the most advanced knowledge sharing programs,positive
Very good service. Kudos,positive
Good place for all telecommunication needs,positive
Appreciate the customer service,positive
"Exceptional service, comfortable atmosphere",positive
They are using advanced technology at their premises.,positive
I went to a seminar at 15th floo at dialog head office.It's great place to have a seminar.,positive
Best telecommunications company in Sri Lanka,positive
You can buy apple phones and any other brands from Dialog.,positive
The fastest telecom experience. Their services have improved a lot. Recognizing loyal customers. Excellent service. Extremely satisfied.,positive
Technology introducer to Sri Lanka. Excellent service,positive
Faster than other networks.,positive
Good customer service,positive
Island wide coverage,positive
Customer service is perfect. One of the best telecommunications comapanies in Asia.,positive
Dialog is anyways too good for any kind of phone or appliances. Has great offers.,positive
Good for technology items,positive
An upto date place with all the best facilities.,positive
Largest communications partner in Sri Lanka,positive
Sri Lanka's number 01 telecommunications partner,positive
No any network challenge to dialog,positive
Actually dialog services are very easy to use and superior customer service.,positive
I assure all of new customers join with Dialog and enjoy  the world value added services on your hand.,positive
Good network corporation.,positive
Quick services ,positive
"Superb service, service from heart",positive
Verry attentive to customer problems,positive
Satisfied with the internet speed,positive
I had a good VR gamimg experience with dialog,positive
Perfect cellular network in Sri Lanka,positive
customer service absolutely first class,positive
very happy with the service,positive
wifi speed is great,positive
it is refreshing to get this level of customer service ,positive
the package charges are very resanable,positive
allow us to manage our calls much easier,positive
really easier to pay my bills from the my dialog app,positive
dialog  is very reliable and flexible ,positive
they full filled my requirements nicely,positive
wifi speed and the range is exellent,positive
they really concerned about customers and quikly attending to there requirements and do the needful from there best,positive
4G service is greater and its easier to work with it,positive
respectfuly spoken and requirements taken quikly for consideration,positive
dialog is an exellent company,positive
the credit loan is very reliable ,positive
the packages are fair with the the amounts,positive
thank you dialog for this great service,positive
the best thing I did was choosing dialog as my network provider,positive
dialog 4G home broadband connection is very fast ,positive
has the best cutomer service ever,positive
admiraable srvice ,positive
good clarity of IDD calls,positive
the seasonal bonus data is fantastic,positive
signal transmission for country side and rural areas are better ,positive
the high speed internet ensures my safety,positive
very powerful 4G network,positive
high network coverage even for remote areas of the contry ,positive
bandwidth of the internet services are great,positive
the offers they give are the best,positive
thank you for giving the free of charge international TV channels ,positive
thank you for the support that you are giving for students to continue there work during this challenging time,positive
dialog enterprice tools are empowering,positive
its easy to do my business with this network connectivity,positive
"reliable ,powerful and easy to use ",positive
power friendly and flexible connected products,positive
no problems experiansed .. Service is too good ,positive
 they provide grat consideration for the requiremens ,positive
thank you dialog your services are superb ,positive
no words to say wifi speed is grater and easy to work with ,positive
love the service they give ,positive
its super easy to work from home with the exellent network speed ,positive
the best network provider ever ,positive
I love the speed of the wifi it really helps to download the documents faster,positive
customer services are great ,positive
very easy to work with dialog ,positive
conveniant customer care,positive
my appresiation for the good support ,positive
can manage the connectivity without any problem,positive
giving very valuble solutions and good instructions and follow up for problems,positive
the signal coverage is fabilous,positive
they willingly do there services for the customers,positive
the unlimited you tube package is worthwhile,positive
tremendous service,positive
from the 347 package I can do all my works without any problrm,positive
not like other companies .. Dialog do the best to there c ustomers ,positive
thank you dialog for the quik responds and the guidense,positive
very professional and courteous,positive
I admire the services you provide,positive
the internet coverage is exeptional,positive
they did my needful within a second ..thank you dialog,positive
shopping from ez cash is very easy ,positive
its super good to have a student package ,positive
the way you understand the customers is amazing,positive
I had a little connection problem in my house and surprisingly they bought a very expensive divice and fixed the problem .. Really satisfies with your service dialog,positive
easy to do the online classes without any problem with the connectivity,positive
4G connection is very powerful,positive
im so happy for choosing this dialog wifi router ,positive
loading speed is great in this you tube package ,positive
they give us a proper  coverage,positive
best mobile postpaid plans in sri lanka,positive
the new version of the dialog app is great,positive
better connetion providing for the wholw month,positive
your technical support serice is excellent,positive
they do the fair support for all the packages,positive
data speed is very fast ,positive
broad band 4G connection is good ,positive
my dialog app is very helpful ,positive
thanks dialog for the exceotional service you provide ,positive
dialog tv is great and we can activate chanells for reasonable prices,positive
the ideabiz service is well provided,positive
connection is super fast ,positive
its easier to do classes in zoom and teams with the package ,positive
great service dialog,positive
fun blaster package is first class,positive
very satisfied with everything,positive
great benefits and bonuses,positive
the day time data is very fast,positive
well recommended dialog network provider,positive
very fast and easy to do our day to day works,positive
no problems at all this is very fast ,positive
Rs. 345 package is very reasonable ,positive
thank you dialog love your service,positive
dialog has the best connections,positive
admire the way you care about customers ,positive
unlimited you tube package is valuable ,positive
I've been using dialog for 10 years ..no problems occurred ,positive
nothing to complaint about dialog,positive
very flexible with customers,positive
they understand the customers needs and quikly they react to it,positive
dialog has the great services,positive
dialog signal is very wide ,positive
very satisfied with the connection speed ,positive
dialog is the bestest,positive
thank you dialog for great services ,positive
recommending dialog as your network provider,positive
Quality services and packages,positive
Thank you for solving my network issue.,positive
Wonderful,positive
DTV has a good package and educational channels,positive
"Professionalism, expertise and excellent service. ",positive
Comfertable and a pleasant experience,positive
Fixed my router very quickly. Super fast service and great customer care.,positive
"Dialog staff are super efficient, articulate and responsive",positive
They came and connected signal receivers as I complained about a signal issue.,positive
Got the job done properly and quickly.,positive
Good customer service. I went for 4G sim upgrade and got it done within 5 minutes.,positive
My router works perfectly fine now.Thank you.,positive
Good coverage in pinnawala.,positive
Dialog 4G has a decent speed,positive
High speed internet connection made my day.,positive
"I highly recommend Dialog, I've been a customer for nearly 3 years and have tried many other companies, and none compare to Dialog.",positive
"I have never had an issue with coverage, which I have had with previous companies, living quite rural.",positive
I enjoy the rewards that Vodafone offer.,positive
"Everytime I have an issue, which is rare, it is resolved quickly and professionally.",positive
Only had broadband and SIM only deal for 2 weeks now. I am very happy regarding my service. Broadband speeds are excellent and coverage for SIM also excellent.,positive
" Great app to check your balance, pay bills etc.",positive
"I called this morning and explained my mobile data issues and to upgrade my contract and he was extremely polite, very helpful and very knowledgeable and solved my problem within minutes.",positive
What an excellent customer service experience received. Thanks so much. 5 stars.,positive
This is an excellent company love very me rewards got some good gifts from there and going to stay with them and think you should join them.,positive
"Pretty damn good. Great signal all over the Sri Lanka, roaming included. Any issues they sort out quickly. Little bit more expensive than other carriers, but you get what you pay for.",positive
Great service. New phones arrived on time and follow support call received.,positive
Excellent customer service excellent coverage all in all great service signed up for another 24 months why not it’s all great,positive
"I've had many providers over the years bt, sky,talk talk but Vodafone are by far the best I've had I had a speed issue called up got new router free never had any issues since never drops out I find customer service friendly and helpful",positive
"my rock solid broadband connection here in the Sri Lanka is keeping us in contact with the outside world und my business working, so I thought it fair to give them a shout out here for an excellent service.",positive
I had problems with my internet being connected in my new home so I called customer care and spoken to a lovely woman who sorted my problem out and I even got free data on my contact I had with them! They were very apologetic and sorted the problem out straight away! I would highly recommend! Well done to the customer service team especially in the current circumstances!,positive
 network coverage is good and the unlimited max entertainment plan im on is excellent value also had a discount for being a loyal customer thumbs up from me,positive
 No loss of broadband or reliability issues.,positive
Bought the R219 router for WFH and it has been brilliant - 4 mths in and I have nothing negative to say.,positive
very flexible & accommodating and helpful. ,positive
"To be honest at 67 I am not the best with techs but the chap was very patient and took the time to talk me through the entire process , so well done to the chap who took my call , (sorry I don’t have your name ) keep up the good work",positive
"I've been with vodafone since 2018 and my service has been very good. Very little outage, fair pricing and the live chat team are good. Exactly what you expect from a mobile phone company.",positive
"Always had the best network coverage for me, regardless of where I've been in the south of the country. I enjoy the Vodafone rewards in their app - adds a nice touch for customers",positive
Customer service is generally easy to reach and resolve any issues.,positive
broadband has been very good. Very occasional drops and speed is at the max I can get 66mb.,positive
Dialog’s customer service is now above standards in my opinion! The way they’re handling to customer’s concern can benefit the Vodafone in the long term.,positive
I trust them more than any other mobile network provider.,positive
I find vodafone very good and its the only mobile network ive found i can rely on. I only use the pay as you go method as its a lot easier & you dont have to have credit/pay every month.,positive
Love vodafone I just wish they would expand 5g cover in the Sri Lanka to have miles better coverage,positive
"I have found Vodafone to be a perfectly fine network, I switched to them for the better network",positive
"Been with Vodaphone a few months, Few areas where the signal isn't the best but overall no issues. Used the My Vodafone rewards a few times too!",positive
Vodafone gives a very good packaged broadband service,positive
I've never had any serious problems with either mobile or broadband services.,positive
I've never had to call back for an update or chase up because something hasn't happened.,positive
iv been with Vodafone for 2 years now and iv not really had problem with them.,positive
No issues at all with Vodafone,positive
"I am getting good coverage, fast 5g and reliable network.",positive
"Never had a problem will billing, receipt of handsets etc.",positive
Helped me when my phone was stolen and were very easy to deal with,positive
I am very happy regarding the service I receive,positive
All I can say is that it is exactly as promised. High speed connection and perfectly reliable. I have had no problems at all.,positive
I finally choosed vodafone since two weeks and am plenty satisfied with the speed and the service.I was able to use the net the day of opening without any problem after three hours.Hope it will last.,positive
Customer Service is first class.,positive
The router is superb along with the app allowing you to control and prioritise your broadband to devices.,positive
"an excellent package, well priced with great service. I have recommended to family and friends some have switched and experienced the same service as me. I will continue to recommend as I have always found Vodafone to be one of the better companies to deal with.",positive
a really good consistent quality service that does what it says on the tin and I highly recommend it.,positive
"I have had Vodafone Broadband for over nearly two weeks now, and I can only say it is great.",positive
the Vodafone router is amazing. It's robust and efficient,positive
"I switched yesterday. It went smoothly, absolutely no problems at all. As for the speed, I have gone for the lowest fibre option. Last night I streamed a film via Amazon prime and had no issues.",positive
"Very happy with everything that Vodafone are providing in terms of their home broadband. The service, speed, cost, set-up, information they send are all first class. Have recommended the service to my friends as I believe it's great value.",positive
Vodafone have clearly put a lot of effort and resources into getting their broadband right and competing with the big boys and it most definitely shows.,positive
"Tried so many providers and Vodafone have never let me down. Never buffers as I stream a lot, no line rental and never been overcharged.",positive
Well done Vodafone for providing a brilliant product and super customer service who kept me informed every step of the process.,positive
The router and app are brilliant also,positive
"I have Vodafone Broadband for over 4 Months now, and i got to say it is by far the best Internet connection I have had in the last 15 years.",positive
"Wow, this is an excellent service",positive
So far so good everything was on time never had a day without internet.,positive
More than happy with Vodafone.,positive
Superb price.,positive
Superb customer service,positive
Superb speed.,positive
Superb reliability.,positive
Superb router.,positive
I'm a happy customer. Well done,positive
We now have 40 Mbps Internet and it is brilliant. You can't ask for better service than that.,positive
I now have reliable 30mb service with telephone line and free calls for £28.0 per month.,positive
"Vodafone Broadband has been brilliant in the Highlands, they are far more stable an internet provider than my previous provider",positive
Vodafone 'have really done me proud!',positive
"Overall I'm really impressed with Vodafone, the price I pay is exceptional and the service has been great.",positive
"The app is also brilliant! Being able to track what devices are connected is a god send, especially when I can boost the speed to one device when I am gaming!",positive
it's been reliable and at the speed we have been promised.,positive
New design router is smart and capable.,positive
Excellent customer service and good value for money broadband. Easy to set up and handy broadband app to make monitoring speed etc easy,positive
the app is really good and has all sorts of features,positive
"I'm very happy with the service and have been getting the promised sync speed,",positive
So far I am very impressed and glad I made the change.,positive
"Effective download speed is around 9MB/sec = 72Mbit. Couldn't be happier given that is the current maximum for this type of line. Also the router is quite decent, has good coverage and a lot of configurable options in the web interface.",positive
So overall getting as good service for half the price. Would recommend.,positive
"The switchover was completely seamless and now getting 75MBPS download and around 20 MBPS upload. The service is 100% reliable and I 100% recommend it.
",positive
"I have nothing but praise for Dialog, brilliant service on a brilliant system, thank you Dialog.",positive
Top class service. They delivered everything they promised. Installed on time and the broadband speed delivered is as advertised.,positive
I get the promised speed and there customer service live chat is quick and they are very helpful,positive
"Really great service, came on-stream promptly, was knowledgeable (and eloquent). I was comparing you guys to another provider and this sealed the deal (along with sorting a Silver number when they weren’t available – which showed some staff empowerment to get it, which bodes well). Anyway, I’m signed up now so fingers crossed for the next stages",positive
"Thanks for that awesomely fast, efficient and accurate service, my local number has been set up and configured within 10 minutes, I can hardly believe it. Great work.",positive
 very happy with the level of professionalism and customer care. Thus far I could not fault Tamar and would be happy to recommend the company to others.,positive
Excellent service providing a great service for virtual offices and solutions that help you grow and manage your business. Real people to talk to that know their products and services and do not give you the big sales pitch!,positive
Excellent service thank you. Very impressed again with the quality of the staff and product flexibility and effectiveness.,positive
"As always a pleasure to deal with your staff, this occasion was no exception!",positive
"If you want a company who gives you a honest price, and no hidden extras then Network Telecom is your company.",positive
Network Telecom have always been a friendly efficient supplier with excellent service,positive
"Have been a customer of Network Telecom for may years. We have had continued excellent service of both supply and customer service. On the very few occasions we have had a fault, it has been dealt with efficiently and contact made at all stages. Hope this continues in the future. Sales always trying to save us money too. Very refreshing.",positive
"We have been using network telecom for nearly two years, it was easy to set up and have had no problems, they helped when our internet went down and directed our phone calls to our mobiles so our cutomers could still contact us, the phones are easy to use and navigate around, we would recomend Network Telecome to others",positive
Great prices and super customer service support from Harrison Richards. Thank you Harrison,positive
"Dialog is one of the best service phone places out here there customer service is great and welling to help you with any problem that you may have on seller device.
",positive
Phone service works great. Been using them for many years,positive
"I was anxious at first to get my iPhone 12 Pro set up. Brian and the other employees were kind, knowledgeable and eager to please. Thank you Dialog Boylston St. for helping, teaching, and assisting me. Highly recommend that store!
",positive
"his service is very reliable though I am disappointed that the max download speed averages 10.8 Mbps in my area. I would love to see the 25 Mbps they advertise for Baxley. No one I know has ever seen that. In rural America we have very limited choices, so I suppose I should be grateful that we have an advertised 12 Mbps plan from Dialog.",positive
"wow I cannot believe people dislike this internet. I have ATT fiber only @ 100 Mbps for $50 a month. They over-deliver on speeds, and I am often downloading at 150 Mbps or higher. I am extremely satisfied, although I will say the cable modem it comes with has a weak wifi signal in my 516 square foot studio. That is one thing they can improve upon ..",positive
I use the internet along with my Roku TV and 2 smartphones. My service is great and streaming is very good.,positive
"Switched to Dialog fiber so much better. When att fiber was available, I ordered and never been happier. I got Gig speeds for $80/mo. The gateway provided from Dialog was adequate for home user, but I use my own security gateway and access points. The provided gateway of bgw210 would get wifi speeds of 300-400 range and 900 on ethernet. My 3rd party access point would get wifi speeds in the 300-500 range, probably more if I had something that can handle the faster wifi.",positive
"The service was outstanding. I called on Sunday and they put me on a schedule for Wednesday. The technician came on time with all protective gear: mask, shoe cover. He was very professional, promptly explained everything that I did not have a question to ask. We have our hi-speed internet in 1 hour. This is great teamwork. Thank you and your customer service team.",positive
"Broadband is probably the best internet, tv, mobile, DSL, provider around. At least that's been the case till now, they need to get the fiber optic internet up and running all over the states by now",positive
Dialog Fiber's Internet 1000 is blazing fast and very reliable! I constantly see 900+mbps. Can't recommend them enough.,positive
Dialog Fiber has never gone down or slowed down since the day of installation. Extremely happy customer!,positive
The service has been reliably fast and smooth.,positive
"Internet has been quite reliable, and it's easy to contact customer service via a chat portal.",positive
"I have no complaints, We have had good service for quite a while now. The price is right!",positive
"Our Dialog gateway does the wireless and on the other side of the house, my Nexus 6P phone can do 125Mbps - checking against speedtest.net (ookla). That is a vast improvement over my old service connection.",positive
"Love the service, I have their 75 Mbps line. The only gripe I have is cost. I'm paying the same for 75 Mbps with ATT that I paid with another company for 250 Mbps at my old residence.",positive
Just got Dialog Fiber to my home and have U-verse and Internet over 100% Fiber. I had another provider for the past 10 years and always had problems. The U-verse picture is better than I had with my previous provider and the Internet is really fast. I have the 1000 Mbps internet and speeds run between 600-900 Mbps in each direction depending on test node.,positive
I love how reliable the internet services are,positive
"Service has never gone out, even during bad storms or hurricanes. DSL speed is very fast.",positive
"Special Deal 300 Mbps up/down (Gigabit for more money) Free install, equipment.... works great, no problems.",positive
Dialog is a great service provider and awesome customer service. They just need to work on moving fiber optics in outer areas and faster DSL service.,positive
The service is reliable and decent relative to the area. It can handle Netflix and a steam download at once. I am happy with the service,positive
" rarely have any issues. When I do, it is taken care of very quickly.",positive
"Dialog fiber internet provides excellent and reliable speed (as long as your neighbor doesn’t accidentally mow over the fiber line before it’s buried, lol). Their service has not been affected by any kind of weather (storms, wind, rain, cold temperatures, etc.). We have several children that have been attending school remotely and have not overloaded the service yet. Another benefit of having Dialog internet is complimentary HBO Max—a fantastic perk that really adds value and entertainment to the mix.",positive
"Dialog Internet, for the most part, is quite reliable and rarely gives any problems with connectivity or billing. They don't put pressure on subscribers or run ad blitzes. On the rare occasions when problems have occurred the repair techs were on site in a reasonable amount of time. Dialog's traditional land line phone service is also very dependable. I'll stay connected as long as the service is still offered.",positive
"I have been with Dialog since I had a telephone in my car... that was 1993. I have great service and a reasonable rate and a 10% discount for working with the State of MD. It is a provider who goes above and beyond to provide the best service! Thank you, Dialog.",positive
Dialog TV and internet is amazing. I have been using this internet service for about 9 months now and have not had a bit of trouble. I love it. When they came and hook it all up they explained everything to me and showed me how to use their equipment.,positive
Dialog has provided good service - prompt and competent. Great contrast to our previous provider,positive
I have always had good service and problems solved easily. If there was ever a problem they handled very well. I go to the local Dialog store and they have handled everything I needed.,positive
Internet speed is very constant and almost without fluctuations like other providers. Price is a little bit high but is compensated by reliability which is the most important thing.,positive
Dialog service has gotten much better over the years. Customer service is excellent. Call back and follow thru is superb. Installation is spot on as well.,positive
"The reliability of Dialog has been great, their customer service is stellar, their technical staff courteous and knowledgeable. The speed is totally dependent on what you choose and what you’re willing to pay. Updates, new products and services are offered often.",positive
"I have Dialog for landline, telephone and internet. My experience with Dialog, including online, telephone and with technicians who come to my home, has always been great. Dialog personnel are knowledgeable and courteous.",positive
"I am using Dialog now and we are very happy with the company. Have had no big problems as of yet. Installation was very simple, with no satellite disk to install. Do recommend this company.",positive
"Dialog has provided excellent internet service. We are rarely down and in the past two to three years, have probably had to call them once to find out when service would be restored.",positive
"This internet service is very good, fast to navigate and for everything, I recommend it totally to everybody. It is the best provider.",positive
"Nearly 10 years with Dialog and never had a problem. I see the ads from all the others then think 'don't fix it if it isn't broken'. I will tell you the same thing, if you are happy with your cell provider stick with them.",positive
"The Dialog services & staff were great with their internet & cable viewing. Plus, Dialog repair people had installed the cable. Pictures were awesome with a clear picture viewing.",positive
"Dialog offers good reliability and speed, no disconnections, install waiting time a little too long, customer service provides enough information.",positive
"My internet is really fast and because I already have phone service with Dialog, my internet bill is really cheap and my service has been way better than I expected.",positive
I find this internet provider to be the fastest and most service worthy from any others I've tried. Tried DSL and cable prior to this provider and was very disappointed. Thanks ATT for the fiber speed and awesome service when needed.,positive
Their customer service is excellent. They have always resolved my issues. I think if a person is getting the top package it should include new add on. Their service techs are competent and reliable.,positive
The internet hardly go out and it works well when it's storming or wind day. In winter it works and is great to have for internet choice in my opinion.,positive
I really like my Dialog U-verse internet. I have had it for over a week with no speed or service issues. The installer gave me his number and said if I ever have issues to call him and not tech support. Customer service needs work and the initial rep who set me up misled me on after promo pricing but its okay. I have no complaints. My wired connection runs at 43Mbps and wireless at 34Mbps. Great service. Glad to be rid of Mediacom and their slow 15Mbps service that never ran higher than 10Mbps at any time.,positive
"I have been an Dialog Uverse customer for 5 years and contrary to the reviews on here, I have not had any issues. In fact, I just moved my services to my new address and the tech Phillip was awesome! He got the services installed quickly as I moved in boxes. He gave me a wireless receiver for free. There was no charge to move services.",positive
"very much disappointed with ur service, its been more than 2 months but the 4G sim not delivered yet. ?? what's the problem???",negative
RT @NumeroUnity: Facing bad telecom network at my home #Anuradhapura. @dialoglk kindly look into this!,negative
RT @AntiquityBlue: The most pathetic service of the year award goes to @dialoglk . Just Pure pathetic.,negative
@NumeroUnity @dialoglk has pathetic service. One company that continues to have the lowest grade of customer service.,negative
"@dialoglk It has been 24 hours, since I had raised escalation, no output so far? Any update? https://t.co/SOVwXhGn8I",negative
@dialoglk Just wanted to know why is there charges of Rs 110 on MNP without giving? proper receipt from the executive ?,negative
Things are getting out of control. Pathetic Network,negative
Hey @dialoglk I do not want to move to your network. Stop calling me! My number is registered under DND list. #annoying,negative
Greatly disappointed with the services ..completely insane@dialoglk,negative
.#dialoglk This problem doubled after Fibernet modem.. we have no option except to switch to other network @dialoglk,negative
"#dialoglk @dialoglk team totally disappointed by the apathy shown service order no 48589466 dt 12th Apr, no completion pls resolve",negative
We have many Airtel mobile number phone in my office but there is network problem.No connection @dialoglk @airtel_care #dialoglk 9810069432,negative
#dialoglk @dialoglk poor 4g speed in gurgaon and noida . Irritated . Planning to switch,negative
#dialoglk @dialoglk I am so fed up of paying sky high prices. Kindly help me with the disconnection of my 6 accounts.,negative
"#dialoglk @dialoglk stop making false commitments just to get the customer from another service providers #crooks, #Cheaters",negative
@dialoglk HD channels not showing. CC executive declined a request to transfer the call to a manager. Complain number- 60613909.,negative
#dialoglk No Call received @dialoglk #dialoglk. Poor Service. Need attention #dialoglk #NotPresent,negative
@airtel_care #dialoglk @dialoglk pathetic customer service,negative
"Not happy with Airtel Postpaid bill. You have charged too high SMS charges. Kindly look into this matter. My no.Is 9475054140
@dialoglk",negative
"Hey @dialoglk, you closed my complaint fr bad network coverage saying I was not reachable! Wasn't that the point? I think I've had enough",negative
@dialoglk I think you don't deserve any more consideration for your horrible service! Time to switch to @reliancejio or @VodafoneIN.,negative
"@dialoglk 1/6 team v r requesting fr static IP, but ur team said it will take 5days. In this modern wrld fr our request it'll take 5 days",negative
@dialoglk 3/6 as a premium customer we have 5 landlines of airtel connection from 2012 but u r response in this way,negative
RT @priyanka_om: Pathetic services @dialoglk #dialoglk all corporate number barred once again in one week,negative
RT @AntiquityBlue: The most pathetic service of the year award goes to @dialoglk #dialoglk . Just Pure pathetic.,negative
@AntiquityBlue @dialoglk #dialoglk I thought we should switch to any other ... user since more than 10 years... !,negative
#dialoglk @dialoglk  Dialog services and customer care has gone from bad to worst. Air Tel staff are not bothered  for  customers,negative
"#dialoglk @dialoglk soon after @reliancejio effect, facing serious network issues.
Rarely I get Airtel 4G network in Mumbai @TRAI",negative
I m blind supporter of @_DigitalIndia bt @dialoglk #dialoglk is gvng poor customer service n nt responding properly @manojsinhabjp,negative
"RT @thikkananda: #dialoglk  @dialoglk   You will never resolve my issue #dialoglkcheats #dialoglk 
@rsprasad see how #dialoglk showe…",negative
@TRAI #dialoglk @dialoglk I don't want freebies but with it current plan I m getting 2g speed in 4g pack please stop folling us,negative
"Every time you call the @dialoglk folks, there is a new plan better than existing &amp; suggested by them! #Jio",negative
@sandeepmoonka @dialoglk What's the use of plans if there is NO network anywhere.,negative
#dialoglk @dialoglk recharged from my airtel. Balance deduct from account but not recharged. Customer care no response. 9896866246,negative
"One of the biggest mistake of my life, I tried to register for Airtel broadband.
@dialoglk #dialoglk plz… https://t.co/tHA9piE2Uh",negative
 pl look into the network Q221. Facing lot of problems since a week now,negative
"Despite what they advertise, Dialog's internet speed is shitty in my area. @dialoglk",negative
 your #DTH services and charges waiting for another #jio initiative like #JioDTH . You never learn by your own.,negative
@dialoglk if u can't provide benefits (rs.399/-) &amp; continue deducting main balance..Why d hell u r living d services.port out frm airtel.,negative
@dialoglk why u r deducting main balance when already 399/- recharge is done. Why ..Why..U want me 2 port out to other operator???,negative
@dialoglk worst customer support service..dey deduct main balnce..Never go for airtel.Worst operator in India r8 now..@reliancejio rocks,negative
@dialoglk #dialoglk Absolutely shameless! No response from Airtel,negative
"#dialoglk @dialoglk Nice experience,might hvebeen lttle less frustrating.Spcl thks to Mandeep &amp; team?? Airtel~ best Network ever??",positive
@dialoglk so frustrated with ur broadband services. A new connection has turned out to be a disaster.  Pathetic,negative
@dialoglk +91 73899 07462.  Called me. Such a rude person calling from airtel. Am so disappointed @dialoglk,negative
It is more than week no one turned up. Worst service by @dialoglk  lazy team working at @dialoglk https://t.co/nkmij2VXz0,negative
"#dialoglk @dialoglk you guys are great! On my myinfinity plan also, you guys charge sms and toll free nuumber calling charges!",positive
"@dialoglk #dialoglk no address verification,violate TRI rules charge to customer  activation .close connection. get Rs 340 loose customer.",negative
"@dialoglk #dialoglk  worst data network,  @VodafoneIN  and @ideacellular have a better 2G speed than your 4G. #fakeclaims.",negative
You scoundrels @dialoglk  Stop showing your Ookla speed test ad on TV. You are cheats.,negative
RT @i_k_b: I have not even provided @dialoglk #dialoglk my contact no and you tried reaching me on my number ??  These lies wont…,negative
@dialoglk #dialoglk my postpaid generated is incorrect and being overcharged. Happening twice in a row. Shud I call cus.sup again,negative
@TRAI my @dialoglk bill is overcharged twice in a row. Is this @dialoglk idea to counter @reliancejio surge?,negative
"@aliabbassayed @VodafoneIN @dialoglk Now they called &amp; said the customer executive lied to me, can you believe ?… https://t.co/pg9nlKQ6JN",negative
Received this.... @dialoglk cheating it's existing customers! #dialoglk ???? https://t.co/S3MFbIHQfA,negative
#dialoglk @dialoglk Recharged DTH. Money got deducted. Transaction shows failed. SMS -Recharge successful… https://t.co/kmBjdTnvE3,negative
Thank you @dialoglk for giving the worst network ever and fooling us with 0mbps (3G&amp;4G). I have been using airtel from past 6 years,negative
@dialoglk stop fooling people with your fake advertisement about being fastest network. You have been the worst network from past 2 month,negative
RT @msidheswar: Pl b careful 2 @dialoglk #dialoglk.Really cheaters.U never know whatever amount they levy.Evry time some RS 150 e…,negative
@manukumarjain #dialoglk @dialoglk @XiaomiIndia @RedmiIndia @xiaomi Company has completely stopped listening to its customers,negative
RT @arvind_agarwal: Dear @dialoglk Why this fraud to mislead customers? Two validity periods for 1 offer. looted my 899 rupees.,negative
@dialoglk #dialoglk @inconsumerforum  is der a way 2 deduct amnt 4m bill if airtel net keep disconnecting… https://t.co/uq7fX7jW4W,negative
RT @tovishnu16: @dialoglk #dialoglk @inconsumerforum  is der a way 2 deduct amnt 4m bill if dialog net keep disconnecting in evry…,negative
@dialoglk #dialoglk Some serious issues with Unfairtel broadband. Extremely frequent disconn… https://t.co/7P5wOliW52,negative
@dialoglk don't offer smthng which you can't deliver...too much free-free data and your 4G speed now sucks...fastest 4G my foot..,negative
@dialoglk very poor speed .,negative
#dialoglk @dialoglk  i recharged 399rs with mydialog app but didnt get 5% cashback,negative
@dialoglk #dialoglk poor broadband speed since last few days. @mobitel works better than you. Disappointing.,negative
#dialoglk @dialoglk My concern is resolved Thank you Bikram and thank you #dialoglk for wonderful… https://t.co/EoQy1dTIFU,positive
#dialoglk @dialoglk Do your customer care not work 24*7? Such dissappointments! #dialoglk #Customercare,negative
@dialoglk mind blowing 4G speed https://t.co/u4srLKMJER,positive
@dialoglk  pls provide better service else it will not take much time to switch other connection.. I know u have too many users but I m 1,negative
"Speed stats has shown a major fall! Not at all impressed! ??Would change my operator if same goes on! 
Fix it! OR loose it ????",negative
#dialoglk @dialoglk FUCK you @dialoglk your cc still wrose then any https://t.co/qmxGQgmGD9 still provide wrose cc experience.,negative
#dialoglk @dialoglk and you should remove your stupid adverting about Fastest internet ,negative
@dialoglk I was told that I received calls in UAE where as I hv never answered any call. Pls find record . It's cheating and looting,negative
@dialoglk  worst ever experienced with Dialog,negative
@dialoglk For god sake try to resolve all the customer issue asap than spending time on your fake marketing #dialoglkCheat,negative
RT @thikkananda: #dialoglk  @dialoglk   You will never resolve my issue #dialoglkcheats #dialoglk @rsprasad see how #dialoglk showe…,negative
RT @msidheswar: Pl b careful 2 @dialoglk #dialoglk.Really cheaters.U never know whatever amount they levy.Evry time some RS 150 e…,negative
Continuous WIFI for 30mins becoming part of bucket list. #dialoglk @dialoglk @askairtel poor job in installing router.,negative
"Dialog just a liar and cheater company.,",negative
@dialoglk you shameless pig ??! Cheating became an hobby !!!,negative
"horrible supprt req 4 new sim for new phone since 21Apr, yet nt solved. https://t.co/bmjzytk9N3 team membr lie abt  @dialoglk",negative
#dialoglk @dialoglk  payment is not reflecting in my account paid long back . See the images. Bad service… https://t.co/u6Vd6579PT,negative
clear cut example of cheating to customer by @dialoglk . We should be aware ... https://t.co/EhRbiNdluR,negative
